/en-us/dotnet/api/system.windows.ink.applicationgesture?redirectedfrom=msdn	ApplicationGesture Enumeration	General Reference for the .NET Framework	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/System.Windows.Ink Namespace/ApplicationGesture Enumeration
/en-us/dotnet/api/system.windows.ink.drawingattributeids.color?redirectedfrom=msdn	Color Field	General Reference for the .NET Framework	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/System.Windows.Ink Namespace/DrawingAttributeIds Class/DrawingAttributeIds Fields/Color Field
/en-us/dotnet/api/system.windows.ink.drawingattributeids.drawingflags?redirectedfrom=msdn	DrawingFlags Field	General Reference for the .NET Framework	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/System.Windows.Ink Namespace/DrawingAttributeIds Class/DrawingAttributeIds Fields/DrawingFlags Field
/en-us/dotnet/api/system.windows.ink.drawingattributeids.ishighlighter?redirectedfrom=msdn	IsHighlighter Field	General Reference for the .NET Framework	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/System.Windows.Ink Namespace/DrawingAttributeIds Class/DrawingAttributeIds Fields/IsHighlighter Field
/en-us/dotnet/api/system.windows.ink.drawingattributeids.stylusheight?redirectedfrom=msdn	StylusHeight Field	General Reference for the .NET Framework	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/System.Windows.Ink Namespace/DrawingAttributeIds Class/DrawingAttributeIds Fields/StylusHeight Field
/en-us/dotnet/api/system.windows.ink.drawingattributeids.stylustip?redirectedfrom=msdn	StylusTip Field	General Reference for the .NET Framework	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/System.Windows.Ink Namespace/DrawingAttributeIds Class/DrawingAttributeIds Fields/StylusTip Field
/en-us/dotnet/api/system.windows.ink.drawingattributeids.stylustiptransform?redirectedfrom=msdn	StylusTipTransform Field	General Reference for the .NET Framework	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/System.Windows.Ink Namespace/DrawingAttributeIds Class/DrawingAttributeIds Fields/StylusTipTransform Field
/en-us/dotnet/api/system.windows.ink.drawingattributeids.styluswidth?redirectedfrom=msdn	StylusWidth Field	General Reference for the .NET Framework	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/System.Windows.Ink Namespace/DrawingAttributeIds Class/DrawingAttributeIds Fields/StylusWidth Field
/en-us/dotnet/api/system.windows.ink.drawingattributeids?redirectedfrom=msdn	DrawingAttributeIds Class	General Reference for the .NET Framework	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/System.Windows.Ink Namespace/DrawingAttributeIds Class
/en-us/dotnet/api/system.windows.ink.drawingattributeids?redirectedfrom=msdn	DrawingAttributeIds Members	General Reference for the .NET Framework	.NET Framework 3.5/General Reference for the .NET Framework/Additional Managed Reference Topics/System.Windows.Ink Namespace/DrawingAttributeIds Class/DrawingAttributeIds Members
